age,annual_income,employment_length,credit_score,dti_ratio,utilization,num_derogatory,num_credit_lines,home_ownership,loan_amount,loan_purpose,default_flag
53,61861,17,702,0.1965,0.3501,0,14,rent,4500,home_improvement,0
27,57915,1,615,0.2263,0.194,0,7,own,3900,medical,0
28,46965,6,716,0.2808,0.3119,0,6,own,8000,education,0
30,52785,3,696,0.2965,0.168,0,6,rent,19100,education,1
60,67561,1,627,0.1109,0.3338,0,19,mortgage,3200,home_improvement,0
35,23319,6,735,0.3766,0.4006,0,8,rent,6100,home_improvement,0
30,52261,8,630,0.3599,0.3517,0,11,rent,16300,home_improvement,0
24,60020,2,713,0.4366,0.4258,0,10,own,22200,business,1
37,20000,2,727,0.3242,0.0,0,5,own,1600,education,0
28,56154,6,696,0.4453,0.3336,0,18,rent,9400,business,0
46,46262,7,744,0.3796,0.1798,0,11,mortgage,5200,medical,0
36,51847,0,735,0.2703,0.1985,0,6,rent,6600,debt_consolidation,0
48,37515,26,716,0.352,0.3375,0,6,mortgage,11800,home_improvement,0
51,54449,0,809,0.3406,0.0743,0,6,own,14200,home_improvement,0
45,57336,3,687,0.2517,0.4755,0,19,mortgage,22600,education,0
62,67943,2,785,0.3851,0.2879,0,16,mortgage,20200,debt_consolidation,0
52,54157,0,729,0.2927,0.1404,0,14,rent,7900,business,1
56,50997,1,759,0.2771,0.1238,0,13,rent,12600,business,0
56,88719,1,784,0.278,0.1406,0,23,rent,29800,medical,1
30,35420,1,740,0.2093,0.0,0,12,mortgage,5500,medical,0
53,60815,1,723,0.4255,0.3483,0,12,mortgage,14700,home_improvement,0
34,57874,12,696,0.4199,0.1731,0,8,own,14400,home_improvement,0
65,83814,10,816,0.3327,0.1349,0,14,own,10600,debt_consolidation,0
49,41555,27,765,0.2134,0.0991,0,3,mortgage,12500,debt_consolidation,0
50,33101,17,725,0.2343,0.0758,0,7,mortgage,8300,education,0
43,61648,2,725,0.3456,0.1814,0,12,mortgage,9700,home_improvement,0
50,67064,1,709,0.3623,0.1561,0,13,mortgage,13100,personal,0
35,42853,5,658,0.2568,0.1621,0,6,rent,10800,medical,0
69,31281,5,756,0.3454,0.0736,0,17,rent,3400,business,0
45,55228,8,712,0.251,0.2546,0,1,own,16800,business,0
26,53651,0,595,0.3001,0.4051,0,18,mortgage,4900,education,0
36,29397,10,747,0.2835,0.2841,0,19,own,8600,education,1
34,53066,1,689,0.2452,0.3622,0,15,rent,15900,debt_consolidation,0
62,61323,0,683,0.2391,0.2161,0,12,mortgage,7300,home_improvement,0
28,22218,1,729,0.3178,0.2548,0,13,mortgage,5700,home_improvement,0
65,50136,5,791,0.365,0.1797,0,17,rent,2100,personal,0
45,41795,4,711,0.2063,0.4868,0,9,own,16400,business,0
55,25447,1,716,0.1589,0.2347,0,9,rent,6600,debt_consolidation,0
53,58141,15,613,0.3606,0.2827,0,5,own,7300,debt_consolidation,0
35,31227,0,725,0.3345,0.4039,0,6,rent,900,business,0
57,44836,2,633,0.2057,0.3361,0,10,own,5800,business,0
53,78913,20,707,0.3306,0.3268,0,17,mortgage,12400,personal,0
35,34329,13,703,0.3329,0.0,0,12,rent,5200,personal,0
65,40902,14,636,0.4049,0.3935,0,15,rent,4500,medical,1
49,41440,2,682,0.3394,0.3075,0,12,rent,16000,education,1
37,24279,6,647,0.3972,0.0,0,11,mortgage,5000,business,0
46,20000,4,753,0.2754,0.0828,0,14,rent,7200,debt_consolidation,1
50,20000,2,687,0.3116,0.3296,0,18,rent,5500,medical,0
55,38598,1,719,0.4146,0.0,0,20,own,2000,education,0
22,31162,0,538,0.3384,0.2952,0,16,mortgage,3400,debt_consolidation,0
29,47344,3,659,0.2826,0.1043,0,14,rent,15300,business,0
62,30929,7,792,0.4355,0.2113,0,19,rent,10800,personal,0
55,62808,10,801,0.3012,0.3471,0,19,mortgage,17200,medical,0
34,53044,6,652,0.2095,0.384,0,6,mortgage,20300,debt_consolidation,1
37,21956,14,798,0.335,0.1032,0,12,rent,6200,home_improvement,0
51,59984,16,850,0.4435,0.0739,0,10,mortgage,2000,personal,0
58,35590,9,782,0.349,0.1858,0,14,mortgage,7500,home_improvement,0
64,70638,2,789,0.4036,0.148,0,6,own,1700,personal,0
32,61709,2,566,0.2242,0.404,0,11,rent,17600,medical,0
47,60358,10,778,0.4546,0.2721,0,19,mortgage,1400,personal,0
43,49905,21,693,0.3275,0.1586,0,3,rent,6300,home_improvement,0
63,69684,26,656,0.4592,0.1044,0,11,rent,10900,medical,0
59,71401,4,701,0.2837,0.2919,0,11,rent,14000,medical,0
31,57529,7,683,0.4286,0.363,0,13,mortgage,6300,debt_consolidation,0
57,66313,2,608,0.4044,0.4236,0,12,own,24300,education,1
51,58778,0,690,0.2636,0.2139,0,9,mortgage,12000,business,0
68,23287,5,670,0.4309,0.4448,0,7,rent,5100,medical,1
38,27759,11,675,0.3197,0.0397,0,8,mortgage,9300,education,0
32,24818,10,730,0.4396,0.1312,0,10,rent,700,personal,0
49,53640,6,739,0.2641,0.2591,0,5,mortgage,16700,business,0
41,35012,19,664,0.3317,0.312,0,14,rent,9800,personal,1
36,20000,13,690,0.3124,0.1849,0,15,rent,6300,personal,0
37,51465,6,572,0.4834,0.2022,0,19,rent,2200,business,1
59,47830,0,820,0.3385,0.0702,0,14,rent,18400,home_improvement,1
41,89583,1,592,0.3326,0.4004,0,16,rent,31000,business,0
56,83063,6,756,0.3494,0.2249,0,1,rent,15300,medical,1
55,63499,14,788,0.1815,0.0769,0,16,rent,12500,education,0
60,20000,9,719,0.4608,0.1331,0,10,rent,6800,personal,1
58,30316,2,649,0.4772,0.0863,0,18,rent,8400,personal,0
22,39238,0,691,0.4391,0.3521,0,1,mortgage,14500,education,1
65,52598,7,702,0.4112,0.2032,0,12,rent,14200,home_improvement,0
33,58139,7,682,0.3219,0.2661,0,16,own,16700,medical,1
28,55014,6,700,0.4525,0.2511,0,6,rent,17000,home_improvement,0
33,36933,0,645,0.3623,0.1164,0,12,rent,4500,home_improvement,0
70,72420,2,747,0.2182,0.321,0,20,own,1500,business,0
64,51293,3,690,0.4216,0.1719,0,19,mortgage,3400,debt_consolidation,0
56,60797,15,826,0.3365,0.2533,0,19,own,6600,personal,0
30,44224,5,679,0.1688,0.2694,0,12,mortgage,9900,debt_consolidation,0
37,47238,3,704,0.41,0.0,0,20,own,1900,debt_consolidation,0
62,51902,10,716,0.4819,0.2415,0,7,mortgage,11200,business,0
26,49382,4,698,0.2005,0.1816,0,15,rent,5700,business,0
70,59265,16,850,0.3473,0.0836,0,17,mortgage,1500,business,0
62,45210,17,766,0.3935,0.249,0,6,rent,10100,medical,0
51,54851,10,777,0.2751,0.0447,0,19,rent,17900,personal,0
39,46278,3,688,0.3329,0.225,0,5,rent,18400,debt_consolidation,0
49,69767,9,726,0.3998,0.2861,0,11,mortgage,22300,medical,0
47,59927,3,694,0.338,0.3162,0,14,mortgage,18600,home_improvement,1
27,20000,1,666,0.2993,0.473,0,12,rent,600,business,1
59,37817,18,828,0.2417,0.134,0,13,rent,10500,education,1
40,78714,2,668,0.2456,0.2204,0,7,mortgage,16500,education,1
38,31953,9,671,0.2639,0.2819,0,4,rent,12500,home_improvement,0
61,60057,6,703,0.2837,0.2564,0,12,mortgage,24000,debt_consolidation,0
44,64619,4,714,0.2398,0.3127,0,7,mortgage,2100,personal,0
50,48603,28,780,0.2689,0.1927,0,1,mortgage,19000,personal,0
34,35916,12,807,0.4225,0.0,0,4,rent,2400,home_improvement,0
50,42089,0,764,0.1983,0.1517,0,12,rent,15200,business,0
33,40484,7,762,0.4423,0.1979,0,10,rent,8900,personal,0
22,20000,0,681,0.3477,0.0355,0,9,rent,4700,debt_consolidation,0
53,46634,7,728,0.321,0.3148,0,12,own,4100,education,0
44,31829,1,640,0.196,0.2572,0,13,rent,4700,home_improvement,0
33,28991,3,727,0.3318,0.1221,0,12,rent,4800,business,0
23,25718,1,520,0.4362,0.3677,0,10,rent,1500,education,0
68,36047,4,739,0.3224,0.2234,0,21,own,7000,home_improvement,0
70,43722,9,821,0.2888,0.0484,0,11,mortgage,3600,debt_consolidation,0
33,41593,4,628,0.2784,0.3801,0,8,rent,15300,medical,0
37,43029,0,594,0.2984,0.3978,0,15,rent,10600,business,1
61,42111,1,733,0.2703,0.0476,0,1,own,10800,home_improvement,0
68,57209,7,685,0.4797,0.289,0,17,own,22800,business,1
49,86216,3,840,0.2444,0.2092,0,13,rent,32100,business,0
52,58624,13,677,0.2526,0.4003,0,13,mortgage,6200,business,0
60,44744,0,717,0.1694,0.3897,0,15,mortgage,9000,education,0
61,55428,4,675,0.3863,0.2436,0,9,mortgage,13600,personal,0
52,75956,2,709,0.2169,0.4462,0,6,mortgage,27300,business,0
70,38815,10,715,0.4398,0.3135,0,19,mortgage,13300,personal,0
67,79173,2,777,0.1736,0.1056,0,18,mortgage,27500,personal,0
69,54339,7,705,0.2154,0.2805,0,18,mortgage,13000,home_improvement,0
45,45690,18,765,0.2361,0.2643,0,11,mortgage,17400,home_improvement,0
49,36741,18,716,0.2954,0.331,0,11,rent,14000,personal,0
24,28288,2,692,0.2057,0.4055,0,1,rent,7700,home_improvement,0
52,67716,0,745,0.3001,0.1586,0,11,rent,7000,home_improvement,0
58,47665,0,720,0.342,0.4804,0,19,rent,16800,debt_consolidation,1
62,25080,14,735,0.2757,0.1437,0,16,rent,9200,home_improvement,0
30,32352,3,687,0.2458,0.0993,0,20,rent,3000,debt_consolidation,0
34,62693,10,701,0.1159,0.2794,0,12,own,10400,home_improvement,0
44,55910,9,684,0.4239,0.449,0,12,rent,16600,medical,0
67,20000,8,689,0.4533,0.2282,0,11,rent,3600,debt_consolidation,1
30,68377,5,636,0.4358,0.1638,0,9,rent,19200,business,0
57,61648,0,662,0.341,0.0504,0,8,mortgage,6800,medical,0
64,29447,2,744,0.4231,0.322,0,19,rent,8300,medical,0
24,31240,2,690,0.2405,0.4123,0,3,rent,6400,medical,0
30,47060,4,706,0.4596,0.1805,0,11,rent,14600,medical,1
39,44840,12,751,0.44,0.3753,0,6,rent,16500,business,1
37,36216,6,646,0.3307,0.2414,0,14,rent,8200,personal,1
58,45019,4,814,0.3761,0.2194,0,12,rent,4200,home_improvement,1
39,77606,4,702,0.3264,0.2559,0,9,mortgage,24900,education,0
66,57551,4,635,0.3375,0.4306,0,12,mortgage,15500,medical,1
31,45531,0,646,0.2783,0.3301,0,21,mortgage,6100,business,0
66,45131,3,742,0.3544,0.0825,0,17,own,4100,debt_consolidation,0
61,32284,3,760,0.4786,0.2516,0,5,rent,9900,medical,0
49,20000,3,779,0.3179,0.2326,0,14,rent,5600,personal,0
47,61690,25,661,0.0947,0.1052,0,15,mortgage,5200,business,0
70,43502,6,793,0.2732,0.1481,0,9,rent,13500,business,0
45,68899,3,697,0.2544,0.2067,0,15,own,21300,debt_consolidation,0
25,55234,1,748,0.2595,0.1901,0,17,rent,4800,medical,0
63,37308,7,677,0.439,0.3713,0,20,mortgage,9000,debt_consolidation,0
41,34012,10,656,0.0519,0.1362,0,10,rent,9600,education,0
38,58782,4,630,0.4133,0.2743,0,8,mortgage,22100,home_improvement,0
22,34789,0,681,0.3032,0.3041,0,11,rent,600,personal,0
32,46508,3,706,0.3694,0.0375,0,5,rent,4200,debt_consolidation,0
66,58888,6,789,0.2275,0.2751,0,19,own,4900,business,0
26,41802,4,563,0.416,0.3969,0,3,own,12000,education,1
41,34315,3,731,0.2469,0.3905,0,15,rent,10500,home_improvement,0
48,68544,23,684,0.391,0.3533,0,8,rent,3800,business,0
31,31008,9,707,0.4066,0.0749,0,12,own,11300,education,0
60,23243,3,595,0.3268,0.4867,0,20,rent,3900,business,0
48,28422,20,740,0.4584,0.2267,0,18,rent,900,home_improvement,0
69,58996,11,762,0.3985,0.3465,0,14,mortgage,2300,personal,0
32,47476,6,668,0.2872,0.3059,0,19,mortgage,1800,home_improvement,0
48,37686,8,789,0.282,0.1476,0,4,rent,15000,debt_consolidation,0
38,43469,7,795,0.3694,0.1177,0,6,rent,8300,education,0
32,50641,0,680,0.2908,0.2453,0,10,rent,17100,business,1
55,56996,0,693,0.2773,0.4596,0,4,rent,5800,business,0
22,25374,0,617,0.3857,0.2259,0,11,rent,3100,education,1
32,51396,1,683,0.3384,0.4066,0,2,own,2000,personal,0
46,59957,13,811,0.2299,0.0179,0,23,rent,6700,home_improvement,0
30,44367,8,652,0.4799,0.0,0,12,rent,3400,medical,1
65,43551,6,749,0.4019,0.1795,0,16,rent,2200,debt_consolidation,0
30,20000,7,712,0.2441,0.3579,0,3,rent,4800,debt_consolidation,0
36,43521,14,772,0.3358,0.2806,0,9,rent,13700,business,0
36,31182,14,816,0.3013,0.2502,0,8,rent,11300,home_improvement,0
54,24971,3,692,0.41,0.5718,0,14,rent,5400,medical,0
48,20000,1,642,0.3745,0.161,0,16,rent,2600,personal,1
55,60608,2,646,0.3551,0.2602,0,21,mortgage,2200,education,0
30,72877,8,672,0.3546,0.2442,0,16,mortgage,20400,home_improvement,0
60,67748,1,700,0.2431,0.2356,0,13,rent,22400,personal,0
48,34438,7,795,0.2105,0.0,0,14,rent,11300,home_improvement,0
30,20000,8,582,0.3354,0.342,0,6,rent,3300,personal,0
37,39980,15,717,0.3472,0.2179,0,19,rent,2300,business,0
41,59043,9,754,0.3363,0.3505,0,16,own,15300,education,0
37,52846,0,608,0.4667,0.3604,0,9,rent,1900,debt_consolidation,0
70,46903,3,708,0.3763,0.196,0,14,mortgage,9900,home_improvement,0
58,45649,2,788,0.2623,0.0,0,20,rent,3300,debt_consolidation,0
63,46628,7,828,0.294,0.0,0,13,mortgage,3200,business,0
66,35082,9,699,0.483,0.3665,0,7,rent,3100,education,0
29,54504,3,684,0.2404,0.0,0,11,own,20500,personal,0
59,54076,19,743,0.4032,0.3355,0,3,own,14000,personal,0
42,75250,8,722,0.311,0.2356,0,7,mortgage,17400,medical,0
70,64757,3,683,0.4029,0.4172,0,14,mortgage,20900,business,0
65,61244,10,728,0.4419,0.1729,0,16,mortgage,19500,home_improvement,0
68,34726,0,648,0.2529,0.5643,0,20,rent,6600,personal,0
26,42643,4,731,0.4104,0.2218,0,14,rent,11200,medical,1
31,57383,9,605,0.3276,0.4818,0,8,mortgage,10300,debt_consolidation,1
47,20000,1,744,0.3189,0.377,0,12,rent,4200,education,0
48,40352,4,728,0.3469,0.4688,0,11,mortgage,3700,medical,0
57,34323,7,681,0.38,0.1535,0,24,rent,9600,education,0
58,58575,16,800,0.2235,0.2146,0,17,rent,19500,education,0
32,67305,1,715,0.3367,0.1813,0,13,mortgage,12800,home_improvement,0
57,41625,18,718,0.4017,0.0853,0,13,own,14000,debt_consolidation,0
32,60747,4,724,0.4047,0.2599,0,7,rent,2700,home_improvement,0
30,25534,0,545,0.3097,0.4045,0,21,rent,8600,business,0
68,30608,4,771,0.3408,0.0,0,17,rent,11200,personal,0
61,55199,23,797,0.4741,0.0,0,18,mortgage,12900,business,0
64,20000,7,850,0.4406,0.094,0,11,rent,4700,personal,0
32,74233,0,559,0.1708,0.3322,0,9,own,19300,business,0
34,82869,6,715,0.3777,0.2846,0,12,mortgage,14800,business,1
35,35808,13,655,0.2337,0.3042,0,1,rent,14100,business,1
37,25533,3,625,0.3854,0.3032,0,5,rent,8100,medical,1
35,58613,13,700,0.4681,0.0283,0,8,rent,5400,personal,0
67,47692,21,740,0.3665,0.034,0,24,rent,18200,education,0
51,30245,0,601,0.3263,0.3183,0,14,rent,6700,business,1
29,46569,7,717,0.2779,0.1992,0,11,rent,2500,home_improvement,0
48,37469,4,752,0.1848,0.2643,0,14,rent,2000,education,0
26,29119,4,791,0.3889,0.3946,0,4,mortgage,4200,personal,0
38,76763,13,771,0.3698,0.1512,0,12,mortgage,13700,home_improvement,0
68,37331,15,731,0.3047,0.3293,0,18,rent,1600,medical,0
35,52924,13,839,0.3139,0.1072,0,10,mortgage,16200,education,0
24,54186,2,622,0.2056,0.249,0,12,rent,12700,education,0
70,29071,28,727,0.3977,0.0853,0,11,mortgage,5100,debt_consolidation,0
60,76276,1,704,0.2722,0.1844,0,14,rent,11200,debt_consolidation,0
60,78036,3,778,0.3444,0.1246,0,8,rent,30500,medical,1
47,58561,17,805,0.344,0.0625,0,12,own,1300,medical,0
47,27179,10,782,0.1544,0.2339,0,12,rent,7000,home_improvement,0
37,39320,5,830,0.466,0.1981,0,19,rent,3200,education,0
40,75602,1,728,0.3579,0.1714,0,7,own,22700,debt_consolidation,1
51,32567,0,739,0.226,0.2755,0,12,rent,1700,medical,0
40,54043,5,757,0.3552,0.4211,0,11,own,10200,debt_consolidation,0
32,51188,10,705,0.2955,0.0789,0,10,own,7600,medical,0
42,34311,5,583,0.364,0.5375,0,13,rent,6300,education,0
28,20000,6,668,0.2794,0.1548,0,8,rent,2000,education,0
28,24645,5,710,0.3731,0.1549,0,6,rent,3800,debt_consolidation,0
29,20632,7,691,0.2839,0.3824,0,12,rent,5800,home_improvement,0
30,59769,0,590,0.2558,0.2768,0,8,rent,4400,home_improvement,0
46,20000,5,784,0.3494,0.174,0,12,mortgage,7900,business,0
63,34066,6,760,0.3557,0.0,0,6,rent,6900,education,0
70,20702,3,850,0.3108,0.0,0,23,rent,6400,business,0
37,30754,15,611,0.2776,0.4415,0,8,rent,6300,personal,0
48,47973,2,781,0.3649,0.1553,0,15,mortgage,10900,business,0
42,45648,0,706,0.3337,0.1558,0,11,own,14600,business,0
49,64311,4,713,0.2925,0.2704,0,8,mortgage,10100,home_improvement,0
49,53186,16,680,0.2744,0.116,0,14,mortgage,18600,medical,0
23,42687,0,614,0.2831,0.2802,0,1,rent,1800,debt_consolidation,0
31,43676,1,664,0.3279,0.0985,0,22,rent,6900,education,0
49,43911,26,768,0.2998,0.0,0,13,rent,700,education,0
45,48153,23,826,0.1858,0.2891,0,12,mortgage,2700,medical,0
33,72783,1,616,0.4172,0.3584,0,23,mortgage,1400,business,0
67,43305,17,850,0.4492,0.2475,0,19,rent,9800,personal,0
24,43599,0,648,0.2746,0.4997,0,10,rent,11800,education,0
58,58362,4,644,0.3809,0.3164,0,13,mortgage,10900,education,0
47,57511,19,738,0.3619,0.1608,0,10,rent,11500,debt_consolidation,0
45,38383,3,668,0.2804,0.226,0,14,rent,13400,education,0
41,32571,0,636,0.2256,0.2812,0,11,rent,7700,education,0
56,28354,1,732,0.3392,0.2221,0,16,mortgage,2500,home_improvement,0
29,32042,3,674,0.3973,0.3293,0,18,rent,2900,medical,1
49,50835,17,713,0.4367,0.1422,0,23,rent,3100,education,1
63,51604,8,771,0.3089,0.2245,0,17,rent,4100,debt_consolidation,0
54,54255,16,688,0.4267,0.1902,0,6,mortgage,20500,medical,0
62,54350,4,623,0.292,0.0913,0,5,rent,3600,personal,0
23,21403,1,608,0.329,0.3696,0,14,rent,3800,home_improvement,1
43,36399,0,650,0.3262,0.3588,0,23,rent,4700,personal,0
50,28307,7,630,0.3871,0.2247,0,19,rent,4800,personal,1
70,48159,10,736,0.2203,0.3144,0,22,own,16800,personal,0
29,48583,4,731,0.344,0.3659,0,15,rent,17500,home_improvement,0
38,51122,7,705,0.4093,0.2439,0,11,own,2200,debt_consolidation,0
66,70362,2,680,0.4229,0.3634,0,19,rent,20800,education,1
57,75475,1,682,0.3553,0.3856,0,15,mortgage,11000,personal,1
55,30101,0,705,0.2287,0.2677,0,11,mortgage,6700,personal,0
54,20000,1,646,0.2669,0.3423,0,14,mortgage,3800,business,0
52,29016,4,687,0.453,0.237,0,15,rent,10800,education,0
39,50941,8,706,0.2897,0.1688,0,9,mortgage,15200,medical,0
24,20000,0,647,0.2141,0.197,0,21,rent,5900,medical,0
28,20000,6,744,0.2855,0.1317,0,17,rent,2100,education,0
42,68948,3,614,0.3027,0.287,0,12,mortgage,18400,education,1
31,20000,9,698,0.3826,0.2373,0,7,rent,3600,debt_consolidation,1
54,39731,6,686,0.319,0.3964,0,14,rent,1300,education,0
63,64109,2,779,0.3221,0.0,0,23,rent,1900,medical,0
22,20000,0,627,0.3709,0.4162,0,9,rent,5200,personal,0
51,41716,0,619,0.3104,0.508,0,10,rent,6600,home_improvement,0
34,20000,5,775,0.2925,0.2615,0,25,rent,7100,debt_consolidation,1
49,31018,12,672,0.3909,0.3053,0,19,mortgage,10400,personal,0
41,39561,11,685,0.213,0.1965,0,8,own,5300,personal,0
59,59353,6,754,0.3496,0.2019,0,18,own,1600,debt_consolidation,0
49,61448,14,767,0.2287,0.0392,0,8,mortgage,500,education,0
38,56319,1,668,0.3192,0.1823,0,15,mortgage,1500,personal,0
52,77116,20,711,0.3742,0.1079,0,16,own,3400,medical,0
22,31103,0,592,0.3626,0.238,0,11,rent,11500,education,0
57,35288,14,849,0.2714,0.0069,0,24,rent,11100,education,1
22,60322,0,684,0.3901,0.5031,0,8,rent,23700,business,0
51,53571,1,664,0.4034,0.2356,0,12,mortgage,900,home_improvement,0
55,75981,7,707,0.2865,0.2262,0,6,own,10700,personal,0
33,24199,1,586,0.2799,0.2471,0,1,rent,2600,business,0
56,25724,2,651,0.2694,0.2259,0,6,rent,8000,business,0
41,54905,9,746,0.4654,0.1462,0,7,mortgage,10400,business,0
40,20000,1,724,0.2292,0.2737,0,16,rent,5600,home_improvement,0
25,20000,3,667,0.4312,0.184,0,10,rent,6000,home_improvement,0
27,65082,2,730,0.3165,0.1499,0,17,rent,15800,education,0
48,53121,18,750,0.3161,0.2194,0,22,mortgage,9100,debt_consolidation,0
55,25967,5,745,0.2717,0.0,0,8,rent,6000,debt_consolidation,1
63,34925,2,698,0.3912,0.164,0,9,rent,1400,business,0
51,53965,0,683,0.22,0.3459,0,18,own,16100,medical,0
35,23460,5,685,0.3322,0.2605,0,16,rent,2400,business,0
25,50194,1,579,0.3378,0.2675,0,5,rent,13600,home_improvement,0
53,43232,6,619,0.3353,0.1617,0,11,rent,10800,business,0
26,31967,3,795,0.265,0.1995,0,13,mortgage,700,personal,0
36,27113,14,710,0.1537,0.3564,0,9,own,10200,business,0
59,34284,1,783,0.365,0.0,0,12,rent,6300,debt_consolidation,0
59,51961,4,728,0.4374,0.2592,0,17,rent,18300,education,0
69,33740,6,747,0.5,0.2405,0,2,rent,4200,education,0
45,50110,5,686,0.3008,0.4608,0,17,own,14300,business,0
47,50802,11,606,0.2923,0.4189,0,7,rent,10600,business,0
46,28536,10,775,0.3111,0.0524,0,9,rent,11200,personal,0
23,26894,1,684,0.2385,0.0751,0,20,rent,7200,debt_consolidation,0
56,46285,10,690,0.419,0.0734,0,18,mortgage,12500,personal,0
39,52081,13,715,0.2398,0.1597,0,8,rent,16300,medical,1
49,47161,16,712,0.3563,0.2461,0,6,rent,14400,education,1
28,44171,6,689,0.3294,0.4967,0,9,rent,4700,medical,0
60,66638,2,638,0.4739,0.2559,0,15,mortgage,3500,education,0
26,50299,4,604,0.2165,0.4826,0,6,rent,17600,medical,0
68,28232,12,684,0.2745,0.329,0,15,own,4700,home_improvement,0
26,59760,1,666,0.2989,0.3248,0,9,rent,9000,education,0
56,37478,34,774,0.4381,0.079,0,7,rent,3700,debt_consolidation,0
65,54758,10,830,0.4577,0.1689,0,19,mortgage,14300,home_improvement,0
41,63984,4,681,0.1942,0.198,0,9,own,6500,education,0
49,58397,3,774,0.3641,0.1297,0,15,rent,3000,debt_consolidation,0
46,56927,24,694,0.3112,0.4372,0,14,own,6800,business,0
54,56422,1,683,0.4392,0.1445,0,10,mortgage,20400,medical,0
49,85668,7,809,0.2959,0.1604,0,2,mortgage,17700,business,0
57,77453,5,750,0.4207,0.2877,0,14,mortgage,7400,debt_consolidation,0
42,36666,1,614,0.1062,0.44,0,10,rent,12600,medical,0
45,56176,1,764,0.3124,0.1728,0,17,mortgage,10500,home_improvement,0
58,43927,2,646,0.1403,0.4487,0,8,rent,17200,business,0
36,47956,14,703,0.2648,0.3896,0,14,rent,11100,personal,0
68,61293,13,738,0.3616,0.2914,0,14,own,20600,business,0
51,33233,4,702,0.4208,0.0754,0,22,rent,7200,debt_consolidation,0
36,20794,4,693,0.3048,0.3542,0,24,rent,4800,medical,0
34,40447,0,657,0.2688,0.3375,0,8,own,9400,business,0
70,58042,9,850,0.3224,0.1129,0,2,own,22400,business,0
35,68574,5,742,0.4109,0.3213,0,2,rent,9100,medical,0
48,51801,3,740,0.299,0.2816,0,22,rent,4400,education,0
31,28730,9,620,0.3122,0.3433,0,7,rent,800,personal,1
33,49178,11,562,0.4134,0.2815,0,10,mortgage,5600,medical,0
43,53381,6,692,0.2449,0.2166,0,13,mortgage,11800,medical,0
30,33028,1,696,0.3326,0.2787,0,9,rent,8500,education,0
51,53548,1,729,0.244,0.2064,0,5,own,8800,debt_consolidation,0
64,30585,0,734,0.322,0.4393,0,8,rent,3400,personal,1
28,42257,6,639,0.3913,0.4273,0,7,rent,2800,personal,0
28,20000,2,813,0.3113,0.1525,0,5,rent,4200,home_improvement,0
58,43004,1,823,0.3022,0.0365,0,18,mortgage,3900,education,0
32,20000,2,719,0.4208,0.2176,0,11,rent,5200,business,0
37,57747,1,722,0.1703,0.2152,0,6,own,13100,home_improvement,0
43,40053,21,805,0.448,0.1727,0,16,own,13200,medical,0
47,51882,2,572,0.3433,0.4443,0,1,rent,17200,medical,1
55,45723,6,794,0.2,0.0,0,10,own,18200,medical,0
40,90234,10,541,0.3109,0.4395,0,8,mortgage,33300,business,0
34,20000,4,733,0.4396,0.1251,0,18,rent,6000,education,1
58,53767,1,639,0.2781,0.2509,0,14,mortgage,16300,home_improvement,0
65,45184,0,719,0.3214,0.4097,0,15,mortgage,16900,home_improvement,0
23,24353,1,654,0.2702,0.3121,0,19,mortgage,1700,education,0
42,30330,15,821,0.2791,0.1806,0,11,rent,3500,debt_consolidation,0
59,20000,2,696,0.3375,0.0,0,19,rent,2800,business,0
53,78019,10,850,0.3436,0.1399,0,19,mortgage,8600,medical,0
58,62072,7,742,0.3148,0.0694,0,8,mortgage,5900,business,0
26,20000,4,747,0.5,0.2706,0,11,rent,3500,debt_consolidation,1
37,52199,14,778,0.418,0.2052,0,8,rent,12800,education,0
47,61907,3,747,0.4639,0.2684,0,6,own,12700,personal,0
62,27587,30,850,0.3709,0.1239,0,26,rent,4200,home_improvement,0
31,44743,8,686,0.3612,0.203,0,7,mortgage,13000,education,0
33,43804,1,676,0.3114,0.2556,0,12,rent,13600,education,0
27,51187,2,684,0.3625,0.1595,0,10,rent,5600,home_improvement,0
25,22867,3,684,0.3425,0.307,0,8,own,6300,education,1
23,33838,1,565,0.3761,0.4129,0,5,mortgage,9600,education,0
34,33960,2,595,0.2975,0.3973,0,16,rent,5200,education,1
70,38051,2,648,0.3099,0.2043,0,10,mortgage,13100,education,1
69,53442,15,850,0.2691,0.0937,0,16,own,21000,personal,0
70,27352,31,825,0.4134,0.2381,0,11,mortgage,6700,personal,0
46,60325,2,792,0.1674,0.2404,0,12,own,22700,education,1
51,58342,7,767,0.3339,0.2186,0,16,own,9800,home_improvement,0
56,36552,3,728,0.3743,0.3024,0,8,mortgage,12100,personal,0
25,67125,3,655,0.3046,0.1732,0,11,rent,2100,home_improvement,1
33,59043,6,613,0.3934,0.1244,0,9,own,9100,medical,0
26,31124,2,612,0.2893,0.3475,0,9,rent,10600,home_improvement,0
22,37597,0,701,0.4772,0.14,0,3,rent,600,home_improvement,0
67,29319,1,719,0.4621,0.0438,0,15,rent,10900,home_improvement,1
31,43377,2,696,0.2489,0.1988,0,14,mortgage,10300,medical,0
66,52918,16,833,0.4422,0.1256,0,9,own,13700,home_improvement,0
56,77372,2,666,0.276,0.3032,0,4,mortgage,15700,business,0
48,53901,1,701,0.3573,0.499,0,11,mortgage,700,debt_consolidation,0
59,58026,6,745,0.3414,0.0,0,15,mortgage,12500,personal,0
35,47338,1,708,0.3191,0.4228,0,10,mortgage,10700,personal,0
